;Texto;Valor
174;UMA MEIA DÚZIA DA ARTISTAS MORTADELAS QUE ACHAM QUE INFLUENCIAM EM ALGO SE REUNIRAM E FICARAM FAZENDO L DE L4DRÃO IMPLORANDO VOT0 PRO DESCONDENADO, AÍ VEM O NEYMAR COM 20 SEGUNDOS, APOIA BOLSONARO 22 EM VÍDEO, DESTRÓI A LACRAÇÃO E DEIXA A MILlTÂNCIA EM SHOKK  GRANDE DIA;2
175;A torcida do Fluminense está empenhada em eleger Luís Inácio Lula da Silva no 1º turno. Chegou a hora de fazer o L nas urnas também, não só na arquibancada. Todos os tricolores de verdade - mas só os de verdade mesmo - votarão 13 no domingo.;1
176;"até carlinhos maia declarando voto no lula e o casimiro não ""ah mas ele chamou o bolsonaro de merda em 1975"" foda-se meu irmão não tem mais espaço pra isso não ou é ou não é";1
177;O carniça na propaganda eleitoral mentindo de novo sobre sua inocência e acusando Bolsonaro de ser ladrão! Mas só ele pode propagar fake news? É ladrão sim e nada vai tirar essa sua fama, ladrão vigarista!;2
178;Me dá um embrulho assistir campanha eleitoral na tv. . O apelo pra acessar o povo, a ideia de simplicidade…de repente todas as pessoas pretas apagadas no cotidiano aparecem como símbolo nacional. Não é o caso de Lula obviamente. . As lgbts inexistem. Em todos os casos.;0
179;meu passatempo preferido eh dar uma buzinada FODIDA em quem ta com bandeira e adesivo do lula no carro A PESSOA FICA PUTA ai do nada eu a surpreendo y faço o L!!!!!!!!!!! A PESSOA SEMPRE FAZ DE VOLTA EU FICO EMOCIONADA DMS eu já chorei por isso eu tô mto esperançosa………….;1
180;Os militantes cancelando o Neymar só porque ele não apoia o Lula, esse povo é dodói demais  kkkkkkkkkkkkkkk;1
181;"A classe artística em peso declarando seu voto no Lula! Mesmo q muitos ñ sejam petistas ou simpatizantes ao partido. O fazem pq sabem q essa disputa é democracia vs fascismo. Os poucos ""artistas"" q apoiam o Bozó tem inveja do talento desses outros artistas ou levam vantagem!";0
182;ALELUIA: Bolsonaro Vence em São Paulo, Rio de Janeiro, Minas Gerais e Espírito Santo, sendo q em dois destes com mais de 60% das Intenções de Votos. Região Sudeste nunca nos decepciona! Vamos aumentar esses números, Exercito de Bolsonaro Avante!;1
183;Bolsonaro Vence no Paraná, Santa Catarina e Rio Grande do Sul  com índices expressivos e robustos Rumo à Reeleição! O Impressionante é a multiplicação de votos em relação a 2018. Região SUL demonstra total Repúdio a Candidatura do Nine. Vamos aumentar isso, Exercito de Bolsonaro!;0
184;As manifestações de ex-ministros do STF declarando voto útil no Lula é a expressão máxima do deboche, da desumanidade e do desprezo das elites pelo povo. Se realmente estão preocupados com a democracia deveriam estar liderando o voto contra os dois candidatos que a ameaçam.;0
185;"Mas não é um absurdo ouvir a Eliane na GloboNews falar que o Lula pode se desestabilizar emocionalmente no debate, após receber provocações? Será que ""equilibrado"" para ela é o Bolsonaro? Aquele que explode em ódio e covardia, depois de ouvir qualquer pergunta sobre a familícia?";0
186;odeia o lula porque é feia se fosse gostosa votava com a gente;1
187;MORAES INCLUI PARTIDO DE BOLSONARO NO INQUÉRITO DAS FAKE NEWS O presidente do T5E,Alexandre de Moraes,vai incluir o PL no inquérito das fake news do STF, porque o partido divulgou o resultado de uma auditoria que mostra as vulnerabilidades do sistema eleitoral. Não tem limites?;1
188;Se Bolsonaro inventou mesmo o PIX, pq ele gosta tanto de usar dinheiro vivo?;0
189;O papel da mídia nesta semana é quebrar mentalmente o eleitor de Bolsonaro com o “já perdeu”, para que ele perca a vontade de lutar e de converter indecisos nessa reta final. Os ansiosos são o público alvo. Ao mesmo tempo, animar petista com o clima “já ganhou”. Puro trash talk.;1
190;DITADURA CONTRATADA J.R. Guzzo 23/09/2022 Lula usa os tribunais superiores como o seu escritório de advocacia, para mantê-lo do lado de fora da cadeia, ou como seu Congresso particular. O;2
191;'Vai dar canetada e me prender?', diz Bolsonaro após decisão de Moraes XANDÃO, EU AUTORIZO;1
192;O nordestino que sentiu na pele o que era a pobreza a miséria e a dificuldade sabe o que o governo do pernambucano Luiz Inácio Lula da Silva mudou as nossas vidas, o governo lula mudou a história de muita gente e eu vivi esse governo e sei do que estou falando, domingo é 13;0
193;Lula botou o Felipe Neto na campanha de TV dele, vai cair uns 15 pontos kkkkkkk;0
194;Lula vai ao STF contra cobrança de R$ 18 milhões em impostos. 3,2,1 tá perdoado.;1
195;Anotem aí, o Molusco não terá nem 30% dos votos válidos domingo. É Bolsonaro no primeiro turno.;1
196;Bolsonaro é bandido, nem por isso devo votar no Lula. Lula é um corrupto, nem por isso devo votar no Bolsonaro. Me recuso a sucumbir a essa bilateralidade estúpida de quem roubou quanto. Bandido eu processo!;1
197;Se o problema é o homem, o homem vai resolver! Fé no homem e o homem é Luiz Inácio Lula da Silva! Faz o L! É LULA 52%! É 13! É LULA no PRIMEIRO TURNO #LulaNo1ºTurno Super Live Brasil Da Esperança! Agora é LULA! #BrasilDaEsperanca;1
198;Agora é pra valer, DEPOIS dessa LIVE maravilhosa do LULA, quem me seguir, SIGO de imediato! Esquerda segue esquerda...bora torá 300 seguidores!;0
199;deus leva o bolsonaro e devolve o mc kevin pfv;2
200;A fala do Porchat pedindo socorro ao Lula pra salvar o  Rio me tocou. Veio do fundo da alma e eu amo o Rio. Parte da minha família mora lá e sempre fui uma frequentadora apaixonada.;0
201;O pior para o Ciro não vai ser o resultado pífio nas eleições do próximo domingo, isso aconteceu também com a Marina, mas a ex-ministra não perdeu a classe, deu a volta por cima e fará parte do governo Lula. O pior para o Ciro é a impressão de que ele se aproxima do bolsonarismo.;0
202;A imprensa brasileira acabou, é uma vergonha completa. O que fizeram hj com o MBl, o que fizeram nos últimos dias pelo Lula e contra o Ciro, é uma vergonha completa. É um momento distópico.;0
203;Rihanna e Lula voltando;1
204;Domingão semana que vem ao vivo com Luciano Huck chamando o plantão da Globo e Wiliam Bonner anunciando Lula eleito em 1° turno;1
205;Pq o PT tá como tanto medo do Ciro se Lula já ganhou no primeiro turno  vou de Ciro;1
206;SOU PROFESSORA. NÃO SOU PETISTA/LULISTA.  Na Educação Pública, os Professores e Professoras, maioria, são petistas e lulistas. Eu não!  Choca-me passarem o pano para a corrupção do PT/Lula para tirarem o Bolsonaro. Tirar Bolsonaro do poder pensando no Brasil é votar no Ciro!;0
207;E o vencedor do debate foi Lula. Fez muito bem em se ausentar desse debate medíocre. Que debate ruim. Sem propostas, sem ideias, sem conteúdo relevante. Cada dia que passa, minha convicção em votar 13 aumenta. Vamos juntos liquidar essa eleição no 1º turno. O Brasil agradece!;1
208;Minha opinião sobre o debate: Primeiro, Ciro foi MUITO bem nesse debate, Simone ficou muito ofuscada, Bolsonaro além das mentiras de sempre, girou seu discurso em PT e Auxílio, ele sabe que ñ tem nada pra mostrar. Agora Soraya e esse padre? Gente que vergonha e desastre (+);0
209;Em certo momento do debate Ciro se virou pra Bolsonaro e disparou uma série de acusações de corrupção, até dos imóveis comprados em espécie, só foi interrompido pelo tempo. Mas pra luletes e pra grande mídia petista, Ciro pegou leve com Bolsonaro. E Lula, onde estava?;0
210;Prefiro Lula!;1
211;Foi só eu dizer que sou professora e voto no Bolsonaro, que em dois dias ganhei mais de 6 mil seguidores. Depois querem que você acredite que Bolsonaro perdeu o apoio!!! Aqui é 22;2
212;Reinaldo Azevedo faz campanha abertamente para Lula assim como fez para Aécio, ou seja, ser cabo eleitoral de ladrões é com ele mesmo.;0
213;O que o Ciro está fazendo com a @jairmearrependi é muita canalhice. Acho que nem o bolsonaro chegou nesse ponto. Por mim, o Ciro pode sumir depois das eleições que será um bem para o Brasil. Paris te espera! #freejairme;0
214;É por essas e outras que eu PREFIRO LULA;1
215;Lula foi no ratinho pra fazer DNA e deu positivo! Lula é o pai do Brasil;1
216;Não assisti a entrevista do Lula no Ratinho pelo fato de ter asco da pessoa do Ratinho,mas pelos comentários aqui , parece que a entrevista foi excelente;1
217;IPEC + DATAFOLHA + entrevista no ratinho = Lula no 1° turno;1
218;Até o Ratinho já tá chamando Lulinha de PRESIDENTE LULA NO PRIMEIRO TURNO;1
219;"O ibope de Lula no Ratinho; Bolsonaro se saiu melhor";1
220;VOCÊ QUE VAI VOTAR NO (PT), SAIBA QUE ESTÁ VOTANDO NO ALCKMIN TAMBÉM - não precisa votar no Bolsonaro para ser contra o Lula (EU VOU DE CIRO);1
221;ideia de date: casar comigo se o lula ganhar de primeiro turno;1
222;Lula terá em 2022, menos votos que o poste Haddad teve em 2018.....;0
223;Na escola em que sou professora tem 30 colegas petistas e três bolsonaristas, contando comigo. Quando começam falar mal do Bolsonaro eu replico apontando os crimes do barbudo. Não Fico quieta, apesar da desvantagem numérica. Aqui é Bolsonaro!;2
224;Não podemos deixar que o @cirogomes seja chantageado, nem por corruptos e nem por fascistas. É preciso recrudescer a campanha, pois Bolsonaro parece que está abrindo o bico, e o Ciro Gomes tem condições de ficar com a vaga.;0
225;A gritaria do voto útil/inútil. Neste primeiro turno se o eleitor não quer Bolsonaro é acusado de comunista, amigo de ladrão, etc. Se por outro lado não quer votar  PT é acusado de fascista, amigo de genocida, etc. Liberdade para o eleitor! Eu voto SimonePresidente15.;1
226;Galera pra não dar confusão domingo que for votar no Lula vai as 13 horas e quem for votar no Bolsonaro vai as 22 ok;1
227;É Ciro contra o sistema e Lula e Bolsonaro com os bancos.;1
228;Lula acaba de perder, em segunda instância, no TRF3, a Condenação da Receita Federal de Sonegação de 18 milhões de Imposto de Renda. Ai vc se pergunta, se ele deve 18 milhões de impostos, como ele pode ter declarado apenas 7 milhões de Patrimônio no TSE?  KD o MP?;1
229;Na última eleição Lula estava preso se apresentando como candidato de dentro da CADEIA e ninguém escreveu cartinha pra ele desistir em favor do #CiroGomes estranho né?? É CIRO CONTRA O SISTEMA;0
230;Nas próximas duas semanas ninguém mais vai querer estar próximo do Bolsonaro. Todo o seu apoio político começou a desabar hoje. Só falta o centrão abandonar o cargo.;0
231;Sou médico. Hj coloquei meu jaleco branco e foi panfletar a favor do Lula dizendo que trabalhei na tragédia da Covid e tanto de morte e sofrimento que vi.Fui nos pontos de ônibus em Divinópolis e conversei com os mais humildes. Sozinho não é fácil mas valeu.;2
232;Bolsonaro pode perdoar R$ 16 bilhões em multas ambientais. Entendeu porque no Mato Grosso Bolsonaro lidera as pesquisas e o agronegócio tá fechado com ele?;1
233;Vou de Lula, Haddad, França e Boulos. Falta só o voto pra deputado estadual de São Paulo.;0
234;Quantos votos o presidente Bolsonaro tem na sua casa???;2
235;Lula só tem a ganhar não indo ao debate no SBT. É uma armadilha que deve ser evitada.;1
236;O nosso futuro será escrito em verde amarelo e com Bolsonaro eleito no primeiro turno. É 22 Brasil;1
237;Fui chamada na escola hj pq minha filha brigou com uma coleguinha e apelidou ela de “cria do Bolsonaro”;0
238;Saiu IPEC:  Lula                  47% Assombração  31% Inveja                  7 % Invasão de terra indígena  5 %;1
239;Lula 47% Bolsa sobe e dolar cai. O Mercado já deve estar enviando os seus emissários para conversas com o futuro presidente Lula.;1
240;A cena mais esperada do meu ano é a de Bolsonaro entregando a faixa presidencial pra Lula;0
241;IPEC: Lula 47% tchutchuca 31% Ciro 7 %;1
242;Bolsonaro foi num posto de gasolina no Reino Unido para mostrar que lá o litro da gasolina custa R$ 9 reais. Mas não falou que o salário mínimo lá é cerca de R$ 9 mil reais.;2
243;Curiosidade: Hoje Lula e Axl Rose acordaram no mesmo prédio aqui em Florianópolis;0
244;Bolsonaro virou Pop Star na terra dos Beatles, Rolling Stones, e Elton John. Só deu… Mito, Mito, Mito no meia da multidão.;2
245;"""Consternação, indignação e até vergonha. Essas foram algumas das palavras usadas por diplomatas estrangeiros ao descrever o comportamento de Jair Bolsonaro em sua passagem por Londres para o funeral da rainha Elizabeth 2ª"" Jamil Chade Bolsonaro World Shame";2
246;Pavor da Michelle Bolsonaro Tem uma ambição ali q me assusta;2
247;Vocês já viram algum vídeo de Bolsonaro partindo pra cima de algum homem? Só de mulher, né?;1
248;As mulheres agredidas pelos companheiros já estão sabendo que Bolsonaro cortou 90% da verba do Programa de combate a violência contra as mulheres?;0
249;A propaganda eleitoral que o Presidente Bolsonaro lançou é impressionante. Ele conseguiu destroçar o Lula na Globo com os próprios jornalistas militantes da Globo. É simplesmente uma aula de guerra política.;2
250;Galera tenho 3 meses de tuiter e ainda sou leigo, não tenho nem 300 seguidores e gostaria de interagir com a galera da esquerda,quem puder me dá uma força ficarei grato sigo todos de volta. Aqui é Lula.;1
251;Se nós acreditássemos em pesquisas a Dilma seria eleita Senadora por Minas Gerais, Suplicy seria Senador por São Paulo e Bolsonaro perderia para todos os candidatos no 2° turno.;1
252;Minha teoria é que o João Santana continua trabalhando na campanha do Lula. O Ciro só não sabe;0
253;Caro brasileiro, pense bem: você quer mandar para Brasília alguém  para meter mais ou menos a mão no seu bolso? Bolsonaro fez o maior corte de impostos da história, deixando o dinheiro no seu bolso. Você vai mandar Loola para Brasília para meter a mão no seu bolso de novo?;1
254;MEU PRESIDENTE É LUIZ INÁCIO LULA DA SILVA;2
255;Bolsonaro pode ficar certo de que o Lulinha paz e amor vai quebrar todos os sigilos que ele fez. #LulaNoRS;1
256;Com o apoio de Moro a Bostô, a vitória de Lula não poderia ser mais significativa. As duas maiores forças do fascismo que dominou o País merecem morrer juntas, afogadas. Como um só.;0
257;Quando eu vejo os twitters dos jornalistas da Folha de S.Paulo e do Estadão eu penso que as redações desses jornais são puros gabinetes do ódio contra o Presidente Bolsonaro. É só desinformação, mentiras e acusações levianas;2
258;DATAFOLHA - PRESIDENTE  VOTO ESPONTÂNEO  Lula 42%  Jair Bolsonaro 30%  Ciro Gomes 4%  Simone Tebet 3% Lula tem 53,16% no único dado importante para o cenário presidencial! E são dados oficiais que acabaram de sair no site de Folha de SP!!;1
259;Cade a esquerda mineira que da 45% pra Lula e 25 % pra kalil. Galera, sou cruzeirense doente, odiava o kalil. Mas morei 32 anos em BH e vi o trabalho do kalil. Bora virar esse jogo. Zema é bolsonaro. Vamos deixar isso em Minas?;0
260;Lula no primeiro turno Lula no primeiro turno Lula no primeiro turno;1
261; SEM CENSURA A suspensão do site e redes sociais do “Mulheres com Bolsonaro?” – plataforma que reúne postagens que criticam a interlocução (muitas vezes feita sob aspectos machistas) de Bolsonaro com as mulheres – foi negada pelo TSE.;0
262;Cai na real: o problema não é o quiz e sim o candidato de vcs que não assume compromissos com a base. É duro ter que ensinar a história do Lula aos Lulistas mas o PSOL sequer existiria se Lula cumprisse suas promessas. Vocês entendem onde quero chegar? Um partido SAIU do PT+;0
263;Lula da Silva não foi inocentado e nem absolvido, apenas foi DESCONDENADO.;2
264;O que resta a Bolsonaro é o que mostrou a propaganda dele, esta noite, na tv: insistir com a acusação de que Lula é ladrão, não importa que o Supremo tenha anulado suas condenações. Não importa que o Supremo tenha declarado que Sérgio Moro foi um juiz parcial.;2
265;"Nem Lula, nem Bolsonaro, só isso que digo sobre essa eleição, me poupem do papo do ""mal menor"", não mudarão minha opinião, tem o primeiro turno aí pra gente votar em quem a gente acredita ser a melhor opção, aproveitem.";0
266;Bolsonaro cortou remédios dos pobres pra dar dinheiro pro Centrão. Fora Bolsonaro;0
267;Será que a Vera Magalhães vai votar no Bolsonaro de novo ?;1
268;O medo do PT é que no próximo debate o Ciro se junte com Bolsonaro pra moer Lula. A quantidade de notícias contra o coroné está fora do comum. O PT sentiu mto com a insubordinação do Cangaciro.;0
269;++ Lula admite repetir loteamento político de estatais que gerou o petrolão: “Faz parte da democracia. Cada pessoa que é indicada é eleita pelo conselho dessas empresas. Você não tem como fazer a não ser assim”;2
270;Mirou no Lula, acertou no Itaú e agora está pagando juros mais altos. Mirou no Ciro, acertou na taxação de grandes fortunas e na Lei Antiganancia.;1
271;Bolsonaro sabe escrever?;2
272;BOLSONARO ACABA DE ESCANCARAR O PLANO DO LULA! Mandou ao vivo para todo o Brasil as questões ligadas à perseguições a cristãos, legalização do aborto e implementação da ideologia de gênero! O que a Globo abafa, Bolsonaro mostra.;2
273;Vocês viram a série de regras que a Globo criou pro seu debate. Foi tudo pra ajudar o Lula ?;0
274;"A melhor frase de BOLSONARO na entrevista com o RATINHO: ""Eu falo palavrão, mas não sou ladrão""";1
275;Ciro está falando tudo que Bolsonaro já falava do Lula. Mas só agora os esquerdistas estão começando a entender...;0
276;Quer dizer q o Lula vence com folga, apenas nas pesquisas pagas pela rede globo???;0
277;Lula arrasou !!!  Maravilhoso !!! LuLa presidente!!!!;1
278;URGENTE! Lula acaba de comparar Bolsonaro a Hitler e a Mussolini. Tá certíssimo! É isso mesmo!;1
279;O ex-presidiário Lula volta a mentir. Em entrevista à CNN ele negou que tenha falado em rever as privatizações caso ganhe as eleições. Em diversas oportunidades ele disse que iria rever a privatização da Eletrobras ameaçando os empresários que viessem a comprar a empresa.;2
280;Espero que nunca mais o Lula perca o seu precioso tempo dando entrevista pra esse William Waack. É tanto ódio que a gente vê o sangue no olho do atrevido. Tudo menos jornalismo. Ainda bem que o Lula tá afiado e botando o fascista no bolso. #JornalismoNotaZERO;0
281;LULA SENDO LULA NA CNN! É O ÚNICO CAPAZ DE DAR DIGNIDADE AO BRASIL NOVAMENTE! #LulaNoPrimeiroTurno;0
282;Lula: “as pessoas acham que quem tá comprando arma é o coroinha. Não é. É o crime organizado” #CNNNASELEICOES;1
283;Na CNN, William Waack chuta déficit orçamentário com Lula, que não ocorreu.Em 2010 o Brasil registrou  um superávit primário equivalente a 2,78% do Produto Interno Bruto (PIB),;0
284;Só faltava essa: Waack propõe (sim, a pergunta foi uma proposta) que Lula anistie Bolsonaro para pacificar o Brasil.;2
285;"ZOE MARTINEZ ""Globo News passa o dia inteiro falando mal do Bolsonaro e não tem um contraponto sequer. Mas, segundo o TSE, é a Jovem Pan quem descumpre regras da lei eleitoral… PERSEGUIÇÃO NA CARA DURA.""";0
286;No Brasil, com exceção de Bolsonaro, TODOS os candidatos são de esquerda. A Globo e o Benchimol da XP escolheram o Lula porque quiseram, não foi falta de opção. A pergunta é: por que o Lula?;1
287;21% dos eleitores de Lula podem votar em bolsonaro. E aí?;1
288;Se ver uma multidão nas ruas não é apoiadores do Lula não, é a fila pra pedir desculpas ao Léo Pereira Monstruoso;0
289;O cara levou um automóvel popular pra oficina. Foi recebido pela irmã do proprietário, que viu um adesivo de Lula no carro. Ela disse que não não recebia carro de petista. Ok. Uma hora depois, ela ligou, pedindo mil desculpas. O cara tem 30 carros e é o maior cliente da oficina.;0
290;Apenas nessa semana: - Haddad cancelou participação em evento, depois de ser ameaçado. - Bolsonarista esfaqueou e tentou decapitar eleitor de Lula. - Boulos foi ameaçado por um homem armado. - Ciro Gomes, hoje, também ameaçado. É sério que vamos deixar ter 2° turno?;0
291;Meu ódio por Bolsonaro é inexplicável;2
292;Se Ciro não quer mais ser agredido ou ameaçado, faça como Boulos. Apóie e vote em Lula. Vamos reconstruir este País e acabar com o fascismo que ascendeu ao poder. Que ele pare de trabalhar para Bostô, como fez e faz durante toda a campanha.;0
293;Amigos da turma boa, de coração aberto, vamos conversar? O tom de Ciro está conduzindo o cenário eleitoral de uma maneira que favorece Bolsonaro. Será que é hora de repensar o voto, método e estratégia? Estou perguntando numa boa!;2
294;Todo mundo aq é testemunha que sou eleitor e maior entusiasta de Ciro e seu PND neste site, mas, depois de hoje (por conta do DATAFOLHA), declaro que mudei meu voto. Meu voto é ÚTIL pra derrotar o INÚTIL, agora é Luiz Inácio Lula da Silva! É preciso união p/ derrotar o fascismo!;0
295;O PIB subiu, o Lula caiu…;1
296;E SEMPRE É PRECISO LEMBRAR: VAMOS COMPARTILHAR, ENGAJAR, E FAZER O QUE FOR POSSÍVEL PRA LEVAR O CONTEÚDO DO LULA E DOS ALIADOS PRA MILHÕES DE PESSOAS. A CAMPANHA PRECISA CHEGAR EM TODOS OS LUGARES. NÃO CUSTA NADA CLICAR EM CURTIR/RETUITAR/COMPARTILHAR/COMENTAR;0
297;DATAFOLHA Lula 45% (=) Bolsonaro 34% (+2%) Ciro 7% (-2%) É oficial, involuntariamente ou voluntariamente, Ciro virou linha auxiliar do bolsonarismo!;0
298;Ciro como linha auxiliar de Bolsonaro. Já podemos chamar de Ciroliro.;1
299;DATAFOLHA Lula: 45% (-) Bolsonaro: 34% (+2) Ciro: 7% (-2) Tebet: 5% (-) Margem de erro: 2%;1
300;Lula estável com 48% de votos válidos no primeiro turno diz a pesquisa DataFolha que acaba de sair! Mais 3% e vence a eleição dia 2 de outubro. 54% dos que votam em Ciro dizem que podem mudar sua escolha.;1
301; Datafolha confirma: Lula tem 48% dos votos válidos e está mais próximo de vencer Bolsonaro no 1° turno. Não podemos errar! Votar na terceira via é jogar pro 2° turno. PRA CIMA, @LulaOficial!;1
302;Maior barreira para Bolsonaro segue sendo a rejeição. Essa não se abala com atos como o de quarta-feira. Em 3 meses, a caixa de ferramentas inédita de que o presidente lançou mão não mexeu praticamente nesse atributo #OGlobonasEleicoes;1
303;William Bonner parece aborrecido c/ o Bicentenário. É compreensível. Ele já tinha dado o novo brado retumbante (“Lula, o senhor não deve nada à Justiça”) e aí aparecem milhões de desavisados nas ruas celebrando o velho “Independência ou morte”. Será q essa gente não vê televisão?;1
304;Um presidente da República tem que ter um time. E o meu time são candidatos a deputado que vão me ajudar a desfazer aquilo que Temer e Bolsonaro fizeram. E vamos recuperar o respeito ao povo trabalhador.;2
305;LULA SUBIU DESESPERO AUMENTOU ,O BROXONARO ESTÁ ATÉ PROMETENDO 800 REAIS DE AUXÍLIO. NÃO CAIA NESSA MENTIRA , BROXONARO CORTOU O FARMÁCIA POPULAR PARA PAGAR O ORÇAMENTO SECRETO EM 2023 !! REPASSE ,INFORME AS PESSOAS !!;1
306;Bolsonaro não vai terminar o mandato. #MarcoAntonioVilla #ForaBolsonaro #renuncia;2
307;Governo Bolsonaro anuncia atraso na parcela do auxílio Brasil. Esse governo é metade descaso e metade atraso.;0
308;"Bolsonaro aceitou o convite para ir na posse do Ministro Alexandre,e mesmo sabendo que seria afrontado por todos; mesmo assim ele foi..Bolsonaro convidou os Ministro par irem ao 7 de Setembro, para eles ouvirem o povo; e nenhum deles apereceu..É Ministros!!.Bolsonaro não Broxa!";2
309;Pelo que estou ouvindo na mídia, estão furiosos que Bolsonaro “usou politicamente” o 7 de Setembro - algo que só o Lula podia fazer no 1° de Maio.;2
310;A turma que vota em Lula da Silva não faz nenhuma pesquisa para saber sobre toda a corrupção do PT.;2
311;Eu apoiei Bolsonaro em 2018 e tenho vergonha de ter feito isso! Virei oposição já em 2019. Advinha pq apoiei Bolsonaro? Pq se mostrou uma alternativa ao PT. Hoje apoio o mais preparado candidato, CIRO GOMES! #CiroPresidente;0
312;PAREM IMEDIATAMENTE DE FALAR QUE O BROCHA DO BOLSONARO É BROCHA!!;0
313;Certeza q bateu desespero nos bolsonaristas. Já viram como eles estão preocupados c/a repercussão da mídia? Pra quem tocou o terror nas redes onde Eduardo Bolsonaro convocou até quem tem arma e ñ acontecer nada? Só provou que Jair é um fraco Que vergonha desse Broxanaro!;2
314;"O Bolsonaro deu um nó na cabeça dos jornalistas. Os caras bugaram no ""imbrochável"".";2
315;Parabéns @MarinaSilva dando a cara na campanha do Lula , pq a campanha do Haddad é toda voltada pro Lula. até minha mãe achou um absurdo Mas a culpa era do João Santana né? A Rede morreu pra mim hoje.;0
316;Não aguento mais ouvir a voz do Lula.;0
317;Lula subiu, a gasolina caiu. É fato !;1
318;T5E TIRA DO AR a TV JOVEM PAN. MOTIVO: - alegam que faz propaganda a favor do Bolsonaro. Observação: GLOBO continua NO AR, falando mal do Bolsonaro.;0
319;FRASE PROIBIDA DO DIA, LULA SUBIU A GASOLINA CAIU;0
320;Repita comigo: O NÚMERO DO PRESIDENTE JAIR BOLSONARO NA URNA É !;2
321;Lula fala que Bolsonaro comprou  prédios em dinheiro vivo, Bolsonaro fala que Lula no governado dele foi desviado bilhões na Petrobrás. Em que vc vai votar em quem rouba menos ou em quem rouba mais. Eu voto em CIRO GOMES.;2
322;Atenção! Carluxo quer proibir a gente de falar “Lula subiu a gasolina caiu”. Então não vamos mais falar Lula subiu a gasolina caiu, taokei?;1
323;A esquerda tentou eliminar o presidente Jair Bolsonaro da corrida eleitoral, mas o TSE decidiu que o presidente Bolsonaro pode disputar as eleições por não ter nada de irregular no poder judiciário.;2
324;Lula com sua saúde como ta, vocês vão é botar o Alckmin na presidência! Nao digame que não Avisei! Prefiro a Vice do Ciro no caso. Ana Paula Matos.;2
325;Eu já votei em Ciro, mas ele virou uma figura triste. Ressentido. Violento. Não será presidente e não tem nem a humildade e nem a generosidade que tanto exige de Lula. Se acha superior a todos. Não está à altura que o cargo exige. Que fim triste de carreira.;1
326;Se o Ciro tudo faz para que Lula não vença no primeiro turno e diz que nao votará nele no segundo turno, nao resta dúvida lógica de que torce pela vitória de Bolsonaro.;1
327;É verdade que não pode mais falar que Lula e PT apoiam invasões de igrejas?;2
328;A mídia forçou a imagem de Lula como sujeito raivoso, desagregador e ameaçador. E o país chega a 30 dias das eleições com todos os adversários submersos no ódio do antipetismo, armados verbal e fisicamente, enquanto o petista ouve do padre Julio Lancelloti: “Lula abre o coração”.;0
329;ATENÇÃO, Eduardo Bolsonaro está convocando bolsonaristas ARMADOS na véspera do 7 de setembro!! Querem dar golpe a todo custo!! É urgente que o STF tome uma atitude urgente!!;2
330;O Danones fez um tweet mentiroso, mandou a galera divulgar e logo abaixo avisou que era mentira? O cara tá merecendo ser herdeiro do Lula mesmo;0
331;Hoje foi divulgada uma pesquisa pra senador do PR q me parece razoável. Segundo ela 24% dos eleitores estão indecisos. Como Paulo Martins candidato apoiado por Bolsonaro aparece com apenas 5,7% e o PT nunca se criou no PR nos leva a acreditar q MORO pode conquistar essa fatia.;0
332;Agora tu imagina um governo Lula com a mídia no bolso, influenciadores e artistas tudo a seu favor, páginas de fofoca cooptadas pra propaganda de governo, jornalistas todos eles com viés ideológico em favor do governo. Será que se tiver corrupção, tu vai saber?;0
333;A vitória do Lula vai ser muito lindo derrotando o pior presidente que o Brasil já teve, vamos gente se liga votar em Ciro e Simone é levar bolsonaro para segundo turno vamos decidir logo no primeiro turno votando em Lula 13.;1
334;Há décadas que campanha é guerra de foice, inclusive tendo Lula e o PT como atores, divulgando fake news e incitando a turba a descer o cacete nos adversários. Eis que, agora, Ciro vira o canalha mor da nação. Deve ser porque não está fazendo 1/3 do que todos sempre fizeram.;0
335;Público: Ei Bolsonaro…. O Emicida: Oi? Público: Ole ole olé olá Lula Lula;1
336;LULA EU AUTORIZO você recolocar os pobres no orçamento, como fez nos governos passados. Quero ver aquela festa danada das domésticas indo pra Disney!;1
337;Muito bem amigas, segundo Heloísa Bolsonaro, nenhuma mulher é  insubmissa, independente e livre. Diante de tamanha imbecilidade, deixo aqui minha gargalhada, de mulher consciente, independente e livre!;0
338;LULA EU AUTORIZO;1
339;"Público: ""Ei Bolsonaro, vai...."" Emicida: ""Tinha um pessoal falando que não era de bom tom falar de política em cima do palco do festival. Mas se eu tô vivo é porque os Racionais lá atrás resolveu ser político”. Público: ""Olê, Olá... Lula"" Emicida é Fod@! #RockInRio";0
340; #Eleicoes2022 - Nacional  Jair Bolsonaro 40% +3  Lula da Silva 37% -3 Modalmais/Futura - Agosto;2
341;Vamos eleger #LulaNo1ºTurno. Essa eleição é diferente. Temos menos de 1 mês, o cenário já está consolidado. Há dois candidatos e Lula tem chance de vencer agora. Vamos resolver essa eleição no dia 02/10. É #LulaPresidente13;1
342;Votar no Lula é dar chances reais do Bolsonaro se reeleger.;0
343;O PESSOAL VOLTOU A MANDAR O BOLSONARO TOMAR NAQUELE LUGAR!!  PARECE QUE VOCÊS NÃO RESPEITAM A AUTORIDADE MÁXIMA DESSE PAÍS!;2
